,Server,Time_floor,variable,Value
49,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,39,CPU Usage,0.1093248092873201
219,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,39,Memory Usage,0.014003230681670573
389,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,39,Latency,2.0941113708561536
50,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,42,CPU Usage,0.20545390610859776
220,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,42,Memory Usage,0.028176391310045807
390,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,42,Latency,1.0781391960223812
51,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,43,CPU Usage,0.20545390610859776
221,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,43,Memory Usage,0.028176391310045807
391,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,43,Latency,1.0781391960223812
52,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,45,CPU Usage,0.10266301239949027
222,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,45,Memory Usage,0.015462298045218238
392,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,45,Latency,0.09872759793631468
53,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,49,CPU Usage,0.20616049959140229
223,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,49,Memory Usage,0.021359514300844783
393,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,49,Latency,1.05481787879723
54,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,50,CPU Usage,0.20616049959140229
224,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,50,Memory Usage,0.021359514300844783
394,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,50,Latency,1.05481787879723
55,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,52,CPU Usage,0.10565939178843768
